0,1.22966,-1.197
1,0.96352,-1.197
2,0.78751,-1.202
3,0.89148,-1.208
4,0.97748,-1.209
5,1.03485,-1.208
6,1.03460,-1.212
7,0.90536,-1.215
8,0.86061,-1.213
9,0.65707,-1.218
10,0.84704,-1.218
11,0.67408,-1.218
12,0.71035,-1.219
13,0.73758,-1.219
14,0.61156,-1.222
15,0.59737,-1.226
16,0.74375,-1.232
17,0.67849,-1.237
18,0.61652,-1.240
19,0.57128,-1.246
20,0.57477,-1.246
21,0.57705,-1.246
22,0.63404,-1.246
23,0.71019,-1.249
24,0.72002,-1.253
25,0.61220,-1.255
26,0.70598,-1.259
27,0.59732,-1.264
28,0.61218,-1.271
29,0.66861,-1.277
30,0.73838,-1.285
31,0.75392,-1.288
32,0.73716,-1.287
33,0.72016,-1.287
34,0.70867,-1.288
35,0.65031,-1.291
36,0.62242,-1.294
37,0.58539,-1.290
38,0.67988,-1.292
39,0.59239,-1.294
40,0.64423,-1.294
41,0.55502,-1.297
42,0.57678,-1.301
43,0.55325,-1.306
44,0.62578,-1.308
45,0.55668,-1.310
46,0.56334,-1.311
47,0.49965,-1.311
48,0.57303,-1.315
49,0.51778,-1.317
50,0.54183,-1.318
51,0.51098,-1.322
52,0.50739,-1.326
53,0.48653,-1.329
54,0.45831,-1.335
55,0.47613,-1.336
56,0.41233,-1.341
57,0.39801,-1.353
58,0.37709,-1.361
59,0.41130,-1.369
60,0.39436,-1.375
61,0.31237,-1.383
62,0.35208,-1.389
63,0.34431,-1.394
64,0.36135,-1.400
65,0.33114,-1.406
66,0.33741,-1.415
67,0.30507,-1.423
68,0.31954,-1.431
69,0.30867,-1.436
70,0.29688,-1.441
71,0.30958,-1.448
72,0.30382,-1.453
73,0.27493,-1.457
74,0.26494,-1.464
75,0.30618,-1.471
76,0.27581,-1.476
77,0.26373,-1.480
78,0.28200,-1.484
79,0.28386,-1.489
80,0.40205,-1.491
81,0.27842,-1.499
82,0.25900,-1.519
83,0.27716,-1.529
84,0.26758,-1.539
85,0.29023,-1.549
86,0.28315,-1.560
87,0.27819,-1.576
88,0.28472,-1.584
89,0.27261,-1.596
90,0.30371,-1.606
91,0.25949,-1.609
92,0.28924,-1.617
93,0.29856,-1.630
94,0.28152,-1.643
95,0.27048,-1.652
96,0.30668,-1.662
97,0.29408,-1.669
98,0.28574,-1.681
99,0.27292,-1.690
100,0.25806,-1.697
101,0.27262,-1.705
102,0.27417,-1.711
103,0.27672,-1.716
104,0.28415,-1.720
105,0.27502,-1.727
106,0.28503,-1.737
107,0.27389,-1.743
108,0.27873,-1.747
109,0.28304,-1.752
110,0.30187,-1.762
111,0.29358,-1.771
112,0.30590,-1.773
113,0.29672,-1.777
114,0.29630,-1.782
115,0.28898,-1.787
116,0.28917,-1.790
117,0.27637,-1.792
118,0.30496,-1.796
119,0.29114,-1.802
120,0.27748,-1.806
121,0.27889,-1.809
122,0.28879,-1.814
123,0.28998,-1.817
124,0.30098,-1.823
125,0.29907,-1.828
126,0.28078,-1.836
127,0.27312,-1.844
128,0.28462,-1.850
129,0.29100,-1.851
130,0.30064,-1.853
131,0.28555,-1.859
132,0.30392,-1.863
133,0.29598,-1.866
134,0.28240,-1.870
135,0.29486,-1.873
136,0.28578,-1.881
137,0.28526,-1.889
138,0.28616,-1.896
139,0.29636,-1.903
140,0.30235,-1.909
141,0.25689,-1.916
142,0.29323,-1.924
143,0.29271,-1.930
144,0.30192,-1.935
145,0.29018,-1.941
146,0.30765,-1.948
147,0.28400,-1.956
148,0.30102,-1.962
149,0.29111,-1.967
150,0.28587,-1.971
151,0.30219,-1.975
152,0.29644,-1.976
153,0.27828,-1.979
154,0.26391,-1.985
155,0.30622,-1.987
156,0.28429,-1.989
157,0.27455,-1.989
158,0.28589,-1.990
159,0.29723,-1.992
160,0.44018,-2.001
161,0.29057,-1.999
162,0.27425,-2.015
163,0.29521,-2.018
164,0.27914,-2.027
165,0.29212,-2.033
166,0.29705,-2.042
167,0.29331,-2.050
168,0.29887,-2.054
169,0.28971,-2.065
170,0.31793,-2.071
171,0.27475,-2.064
172,0.30738,-2.068
173,0.31099,-2.079
174,0.29611,-2.087
175,0.28591,-2.092
176,0.32046,-2.099
177,0.30633,-2.104
178,0.30035,-2.114
179,0.28604,-2.121
180,0.26895,-2.125
181,0.28547,-2.131
182,0.28645,-2.135
183,0.28597,-2.135
184,0.29181,-2.136
185,0.28541,-2.142
186,0.29426,-2.150
187,0.28321,-2.152
188,0.28718,-2.155
189,0.29161,-2.158
190,0.31244,-2.167
191,0.30432,-2.174
192,0.31538,-2.173
193,0.30574,-2.173
194,0.30603,-2.175
195,0.29807,-2.176
196,0.29689,-2.175
197,0.28506,-2.173
198,0.31337,-2.175
199,0.29960,-2.178
200,0.28351,-2.180
201,0.28648,-2.179
202,0.29439,-2.182
203,0.29712,-2.184
204,0.30825,-2.189
205,0.30815,-2.194
206,0.28671,-2.203
207,0.27877,-2.210
208,0.29195,-2.214
209,0.29881,-2.213
210,0.30843,-2.211
211,0.29209,-2.215
212,0.31098,-2.216
213,0.30440,-2.217
214,0.28965,-2.221
215,0.30318,-2.223
216,0.29136,-2.230
217,0.29135,-2.239
218,0.29203,-2.245
219,0.30207,-2.251
220,0.30876,-2.255
