0,0.45606,-1.202
1,0.39981,-1.199
2,0.38460,-1.198
3,0.40379,-1.198
4,0.38375,-1.204
5,0.41537,-1.209
6,0.42644,-1.211
7,0.40539,-1.213
8,0.39104,-1.212
9,0.35312,-1.212
10,0.40997,-1.212
11,0.36482,-1.208
12,0.36786,-1.207
13,0.37899,-1.206
14,0.35982,-1.208
15,0.35845,-1.212
16,0.38075,-1.217
17,0.37304,-1.220
18,0.35421,-1.224
19,0.33636,-1.227
20,0.34327,-1.226
21,0.35179,-1.229
22,0.36855,-1.234
23,0.36606,-1.238
24,0.36650,-1.242
25,0.33729,-1.240
26,0.36370,-1.243
27,0.32581,-1.244
28,0.32713,-1.243
29,0.33596,-1.245
30,0.35497,-1.253
31,0.34890,-1.256
32,0.35189,-1.251
33,0.33970,-1.252
34,0.34192,-1.254
35,0.34064,-1.255
36,0.33582,-1.255
37,0.31863,-1.255
38,0.33535,-1.258
39,0.31018,-1.261
40,0.29847,-1.262
41,0.29366,-1.263
42,0.29188,-1.267
43,0.28384,-1.267
44,0.30690,-1.270
45,0.28993,-1.273
46,0.28435,-1.276
47,0.28295,-1.278
48,0.29749,-1.282
49,0.29123,-1.283
50,0.29685,-1.281
51,0.28238,-1.284
52,0.29097,-1.285
53,0.28409,-1.284
54,0.27978,-1.285
55,0.29451,-1.284
56,0.28084,-1.291
57,0.28066,-1.300
58,0.27936,-1.304
59,0.28851,-1.310
60,0.29292,-1.315
61,0.25732,-1.316
62,0.29343,-1.317
63,0.28066,-1.320
64,0.29964,-1.325
65,0.28742,-1.329
66,0.29595,-1.331
67,0.26745,-1.334
68,0.29091,-1.339
69,0.28641,-1.341
70,0.27148,-1.339
71,0.28771,-1.342
72,0.28207,-1.346
73,0.26598,-1.351
74,0.25645,-1.357
75,0.29368,-1.362
76,0.26884,-1.364
77,0.26070,-1.365
78,0.27654,-1.364
79,0.27186,-1.365
80,0.32190,-1.362
81,0.26714,-1.357
82,0.25214,-1.358
83,0.26780,-1.367
84,0.25830,-1.372
85,0.27786,-1.378
86,0.28247,-1.376
87,0.28201,-1.386
88,0.27971,-1.389
89,0.26109,-1.390
90,0.28659,-1.396
91,0.25786,-1.396
92,0.27763,-1.395
93,0.28826,-1.401
94,0.27043,-1.409
95,0.26460,-1.418
96,0.29128,-1.423
97,0.28398,-1.426
98,0.27047,-1.432
99,0.25982,-1.440
100,0.25280,-1.444
101,0.25771,-1.454
102,0.25931,-1.461
103,0.26200,-1.467
104,0.26736,-1.463
105,0.25305,-1.462
106,0.27767,-1.468
107,0.25518,-1.475
108,0.26023,-1.475
109,0.26363,-1.476
110,0.27390,-1.485
111,0.26607,-1.492
112,0.27466,-1.488
113,0.26418,-1.493
114,0.27315,-1.496
115,0.26639,-1.497
116,0.26326,-1.496
117,0.25426,-1.498
118,0.27657,-1.501
119,0.25844,-1.504
120,0.24850,-1.507
121,0.24489,-1.510
122,0.24855,-1.515
123,0.23959,-1.516
124,0.26113,-1.519
125,0.24966,-1.520
126,0.24212,-1.524
127,0.24141,-1.528
128,0.25492,-1.533
129,0.25211,-1.532
130,0.26206,-1.531
131,0.24906,-1.536
132,0.25877,-1.538
133,0.25169,-1.536
134,0.24561,-1.536
135,0.26020,-1.536
136,0.24778,-1.544
137,0.24746,-1.551
138,0.24599,-1.557
139,0.25689,-1.564
140,0.25945,-1.568
141,0.22349,-1.570
142,0.25759,-1.574
143,0.24554,-1.580
144,0.26359,-1.585
145,0.25248,-1.589
146,0.26290,-1.593
147,0.23399,-1.597
148,0.25482,-1.601
149,0.25127,-1.602
150,0.23911,-1.601
151,0.25426,-1.604
152,0.24983,-1.610
153,0.23538,-1.617
154,0.22138,-1.623
155,0.26132,-1.627
156,0.23468,-1.630
157,0.22765,-1.631
158,0.24149,-1.627
159,0.23969,-1.628
