global_step,J_or_return,gain_or_actnorm,logstd
327680,0.25139580943468404,2.2167321485014226,-1.2039728164672852
655360,0.26655527407981633,6.187365808078072,-1.2039728164672852
983040,0.301379559878647,1.7313517575166684,-1.2039728164672852
1310720,0.3203881205212462,0.06669227828373897,-1.2039728164672852
1638400,0.30594568691796575,-0.38327980139373113,-1.2039728164672852
1966080,0.3200181845520912,-0.6528759599343851,-1.2039728164672852
2293760,0.326577547432116,-0.5845791763912728,-1.2039728164672852
2621440,0.3353144686373846,-0.5853210448972044,-1.2039728164672852
2949120,0.3299219670448544,-0.6246278627713578,-1.2039728164672852
3276800,0.33876099804381005,-0.556562286749854,-1.2039728164672852
3604480,0.35482256287491154,-0.5181820089173714,-1.2039728164672852
3932160,0.35949653315343877,-0.4923624213217639,-1.2039728164672852
4259840,0.3567063400607695,-0.5006937155054302,-1.2039728164672852
4587520,0.35562654340343636,-0.5129459737303442,-1.2039728164672852
4915200,0.37095330098985785,-0.4832336139010142,-1.2039728164672852
5242880,0.36214839890986866,-0.49619585696007523,-1.2039728164672852
5570560,0.3627991960336345,-0.5001856506316413,-1.2039728164672852
5898240,0.36592420135206627,-0.47554436886885343,-1.2039728164672852
6225920,0.3928137963552363,-0.3256902962430852,-1.2039728164672852
6553600,0.2522320891456496,1.686796060676686,-1.2039728164672852
6881280,0.27986472425048853,3.5091445640629164,-1.2039728164672852
7208960,0.3099031886544063,-0.22053135546617467,-1.2039728164672852
7536640,0.32040012464830897,-0.6685406743725025,-1.2039728164672852
7864320,0.3270096347851797,-0.6424428640601983,-1.2039728164672852
8192000,0.33037257664053044,-0.5729659774358888,-1.2039728164672852
8519680,0.32560831098206616,-0.6211591055977782,-1.2039728164672852
8847360,0.32437364384667683,-0.6456289303737839,-1.2039728164672852
9175040,0.3181110978493148,-0.6334151037439468,-1.2039728164672852
9502720,0.3149145839673236,-0.6032975326993968,-1.2039728164672852
9830400,0.31676668740828845,-0.6139055542143348,-1.2039728164672852
