global_step,J_or_return,gain_or_actnorm,logstd
327680,0.23432243319976329,1.079769327604132,-2.5975170135498047
655360,0.24063530872487196,1.0851052820218965,-2.9374585151672363
983040,0.239917551720341,1.1478607875962594,-3.5418801307678223
1310720,0.23677193811909855,1.1668463260449342,-3.7116575241088867
1638400,0.23740031377259535,1.2824974829993492,-4.0074286460876465
1966080,0.23775476253478156,1.2413394421053734,-4.097751140594482
2293760,0.24260692570478407,1.154864761038233,-4.228350639343262
2621440,0.24280706977978306,1.2135651358209254,-4.254164695739746
2949120,0.23715060650401906,1.1793567616319434,-4.37165641784668
3276800,0.2348611280069208,1.268730310623603,-4.397627830505371
3604480,0.2370646266335007,1.232327961002691,-4.519718170166016
3932160,0.23408114535574123,1.378210217772099,-4.644169807434082
4259840,0.23647039816446624,1.3741363296870324,-4.755362510681152
4587520,0.24161268352583873,1.3120264668129407,-4.84400749206543
4915200,0.24124043973872436,1.3134507906834394,-4.904710292816162
5242880,0.24175779259287467,1.3277849555587304,-5.050719738006592
5570560,0.23952699241446024,1.317459173758361,-5.048363208770752
5898240,0.24097985849362216,1.3090864910592348,-5.1797003746032715
6225920,0.24037572534693977,1.3781212807243197,-5.348021507263184
6553600,0.24102392873944734,1.3630506113200818,-5.42773962020874
6881280,0.23979953008697122,1.3868845673848749,-5.445559501647949
7208960,0.2427283204870427,1.2707427969433043,-5.537781238555908
7536640,0.24095081173847904,1.2623747109603995,-5.553865432739258
7864320,0.23945206723741905,1.3028211965139427,-5.6203389167785645
8192000,0.23824253184239125,1.3173647701464573,-5.7262444496154785
8519680,0.23749044092266436,1.3100093304501428,-5.745393753051758
8847360,0.23656479315555476,1.3348487006724732,-5.761022090911865
9175040,0.236807487238672,1.3330059918336614,-5.771523475646973
9502720,0.23636220509232703,1.320233992920923,-5.820616722106934
9830400,0.23632062519671304,1.319840152579944,-5.835939884185791
