global_step,J_or_return,gain_or_actnorm,logstd
327680,701.2473854354273,0.9713456453680992,-1.1418299674987793
655360,854.5255074079389,1.4321019142389297,-1.7134804725646973
983040,949.7638918675599,1.5028838252186776,-1.8559370040893555
1310720,923.9843546567574,1.50575430662632,-1.9356807470321655
1638400,1023.7781980864896,1.5870339181661606,-1.9983729124069214
1966080,1149.014518329183,1.6815220101356507,-1.903009057044983
2293760,1302.6958374063627,2.0334321524620056,-1.8373538255691528
2621440,1150.7108200577395,1.911395815181732,-1.8124743700027466
2949120,1266.3923347889852,1.9879043679237365,-1.8222870826721191
3276800,1201.3238462168254,2.0907840193748473,-1.8384805917739868
3604480,1382.8222080694447,1.9118072013378142,-1.835943579673767
3932160,1324.0411675324788,1.9070020197868347,-1.855615258216858
4259840,1264.1772478953837,1.8926318444252015,-1.8210591077804565
4587520,1266.6891874717385,1.8460045913696288,-1.8161211013793945
4915200,1277.024244187534,2.026040298318863,-1.8371353149414062
5242880,1305.7156517905464,2.0804277425289155,-1.8391069173812866
5570560,1332.8739932780077,2.1318369089126588,-1.9044346809387207
5898240,1322.0390244077423,2.0957926468372343,-1.959389328956604
6225920,1244.4223130280975,2.184785582756996,-2.0246551036834717
6553600,1281.8260642776822,2.1068655760288237,-1.9861098527908325
6881280,1385.2264036533657,2.1216489815711976,-1.9904886484146118
7208960,1233.3254641168357,2.074819242668152,-1.980878472328186
7536640,1391.0443626420808,2.097590801715851,-1.995200753211975
7864320,1340.8693520665856,2.062905570220947,-2.006242036819458
8192000,1367.48459596138,2.066505395936966,-2.004082441329956
8519680,1433.8941201565908,2.047162124347687,-2.0085079669952393
8847360,1405.1568400728775,1.9984909591197968,-2.016468048095703
9175040,1399.9651500260584,2.0763351163864137,-2.027541399002075
9502720,1446.3080563779613,2.098855460500717,-2.0378682613372803
9830400,1443.3480431135615,2.066212945222855,-2.045982599258423
