global_step,J_or_return,gain_or_actnorm,logstd
327680,0.28407236693950005,10.77594259777024,-1.2039728164672852
655360,0.287936704522914,17.777039702090455,-1.2039728164672852
983040,0.28850480940222323,9.183672001035623,-1.2039728164672852
1310720,0.2874307888497292,9.197767174503937,-1.2039728164672852
1638400,0.2905272607981029,3.706174149170701,-1.2039728164672852
1966080,0.2933714281287236,0.6981464557847962,-1.2039728164672852
2293760,0.29242744605467186,0.022536260005751815,-1.2039728164672852
2621440,0.29349589978899315,-0.10626204747269082,-1.2039728164672852
2949120,0.30004506355236427,-0.284290431834356,-1.2039728164672852
3276800,0.30469128114922234,-0.2953573043065669,-1.2039728164672852
3604480,0.31026659848264304,-0.30221902627635655,-1.2039728164672852
3932160,0.32675299332903074,-0.3024537177629865,-1.2039728164672852
4259840,0.3298406133651968,-0.3012603741033509,-1.2039728164672852
4587520,0.3420408695631279,-0.3020780995881202,-1.2039728164672852
4915200,0.3466232119700406,-0.2994070592107255,-1.2039728164672852
5242880,0.3664134603508879,-0.3008791407265752,-1.2039728164672852
5570560,0.37887887523706953,-0.3003413295137508,-1.2039728164672852
5898240,0.4049957913871515,-0.30162507015919776,-1.2039728164672852
6225920,0.42060237872327033,-0.3011341842324463,-1.2039728164672852
6553600,0.4637105841587832,-0.2986770438176511,-1.2039728164672852
6881280,0.49517028919727,-0.29981285762950854,-1.2039728164672852
7208960,0.5424912365279015,-0.30235247782188457,-1.2039728164672852
7536640,0.5812103881765093,-0.3008084489344199,-1.2039728164672852
7864320,0.65236227621586,-0.29969717926452794,-1.2039728164672852
8192000,0.7309571552696069,-0.2986943135840205,-1.2039728164672852
8519680,0.8586425039515838,-0.30018818430575944,-1.2039728164672852
8847360,1.0084902476774804,-0.30109353671959616,-1.2039728164672852
9175040,1.2143923476878715,-0.2996824452991789,-1.2039728164672852
9502720,1.5864298784727928,-0.2923708134810097,-1.2039728164672852
9830400,2.097520165329256,-0.2903806308325007,-1.2039728164672852
