global_step,J_or_return,gain_or_actnorm,logstd
327680,0.26267245583226373,2.66255255734762,-2.102123260498047
655360,0.2870180441958328,5.44653441716969,-2.501803398132324
983040,0.3538014039120174,5.170691029925605,-2.7695271968841553
1310720,0.2987322002330314,5.624719383758309,-3.0644545555114746
1638400,0.29774301020074495,4.261638850288337,-3.1925244331359863
1966080,0.30384858898913064,3.770531337249782,-3.3615963459014893
2293760,0.31307138733501516,2.7475943329478216,-3.5015389919281006
2621440,0.3067046638027804,3.170049765063639,-3.389481544494629
2949120,0.31345089974742246,2.731928572551335,-3.49688458442688
3276800,0.3163322567700572,2.940394423042153,-3.636805772781372
3604480,0.3167297969750674,2.708439914725168,-3.6650302410125732
3932160,0.3182182885174691,3.1783495479264867,-3.6735589504241943
4259840,0.31895829259641184,3.436741693250787,-3.65299129486084
4587520,0.31555804896138057,2.8640821326149863,-3.7464983463287354
4915200,0.31403516011386945,2.9631367591207614,-3.8667118549346924
5242880,0.31325792230482397,2.491835080284422,-3.842442512512207
5570560,0.3130494472634089,2.5663736462031803,-3.9063422679901123
5898240,0.31710973449342533,2.6891698358383564,-4.007691383361816
6225920,0.3171724605519162,2.520021398916219,-4.101408004760742
6553600,0.32162511340173755,2.2864817638052752,-4.126533508300781
6881280,0.3235339419843483,2.2654896879216775,-4.1596550941467285
7208960,0.3227100760727927,2.3198619563821152,-4.139575481414795
7536640,0.3243443385756893,2.340926842533416,-4.228939533233643
7864320,0.32767109146856394,2.309408075373759,-4.259753227233887
8192000,0.325618736705071,2.2846183648627627,-4.300746440887451
8519680,0.3281694482010189,2.3262028204658542,-4.3431220054626465
8847360,0.3272098443008275,2.3805549462114755,-4.372803211212158
9175040,0.3262234370842932,2.308751361514876,-4.4202728271484375
9502720,0.32826067193831093,2.0384125228651646,-4.430999755859375
9830400,0.3287287858891565,1.8956722439170055,-4.440898895263672
