global_step,J_or_return,gain_or_actnorm,logstd
327680,0.3464375631375615,0.5955812922289371,-1.3664759397506714
655360,0.2504940244138225,1.0802417796470243,-1.981036901473999
983040,0.23982931675029562,1.659962345403799,-2.268312454223633
1310720,0.23912566616125663,1.9142066217214646,-2.4670536518096924
1638400,0.2383837317414285,2.0690861434729197,-2.6281025409698486
1966080,0.23913717709523835,2.2049245078099835,-2.780543327331543
2293760,0.24045074940795275,2.25519431363263,-2.8966681957244873
2621440,0.2407233595930209,2.400636803827407,-3.0040342807769775
2949120,0.24231065722977477,2.4344293173646068,-3.0780725479125977
3276800,0.24361950081406092,2.6943841426273756,-3.1743929386138916
3604480,0.2439035579870446,2.708163106666936,-3.2502245903015137
3932160,0.2443884588773747,2.8615414090877342,-3.330565929412842
4259840,0.2447343378424997,3.108292991258211,-3.4200761318206787
4587520,0.24548883792904064,3.097787215706208,-3.482426643371582
4915200,0.24553330369275808,3.252395774253547,-3.5570895671844482
5242880,0.24628951998848042,3.301110125958709,-3.656108856201172
5570560,0.24616854018791032,3.365608076450346,-3.7551281452178955
5898240,0.24633192748655344,3.4547493059802012,-3.8283884525299072
6225920,0.2464468307561415,3.4590244924106073,-3.895303726196289
6553600,0.24678011385091658,3.430701458182044,-3.965588331222534
6881280,0.24696955101633536,3.34111086514798,-4.036637783050537
7208960,0.24703052683210897,3.272172913461746,-4.096736431121826
7536640,0.2473479875781823,3.253967930174394,-4.123435974121094
7864320,0.24741353558108184,3.2759008299979673,-4.165738582611084
8192000,0.24775366313052938,3.299336857584871,-4.202147483825684
8519680,0.24807539204390117,3.281505506775349,-4.225644588470459
8847360,0.24826038327307026,3.3594547737865947,-4.2389044761657715
9175040,0.24846312760956274,3.3903210285626724,-4.257895469665527
9502720,0.24882077355025356,3.4158134196012844,-4.280193328857422
9830400,0.24925795595639264,3.4268507208518124,-4.284677982330322
