global_step,J_or_return,gain_or_actnorm,logstd
327680,0.2694143189436676,13.432444026237814,-1.2039728164672852
655360,0.27427117461432515,11.504538384298337,-1.2039728164672852
983040,0.2770237486690083,8.585280720226951,-1.2039728164672852
1310720,0.2751144610533888,6.580586048869112,-1.2039728164672852
1638400,0.27840507570199574,3.2824013568860435,-1.2039728164672852
1966080,0.27744305949215037,2.0614317628763352,-1.2039728164672852
2293760,0.2805810346043629,0.3411153606590951,-1.2039728164672852
2621440,0.28055173482712603,0.8595989131955718,-1.2039728164672852
2949120,0.281228131945383,0.021705039156261163,-1.2039728164672852
3276800,0.2810351013737917,-0.07112314571779679,-1.2039728164672852
3604480,0.281631547568269,-0.019436197656139242,-1.2039728164672852
3932160,0.28510880179392617,-0.22270561883711387,-1.2039728164672852
4259840,0.28661665738747444,-0.24848303340743227,-1.2039728164672852
4587520,0.2901665711982132,-0.2686560524444585,-1.2039728164672852
4915200,0.29413755381051365,-0.2681073489112089,-1.2039728164672852
5242880,0.29760695947671933,-0.2701901269115057,-1.2039728164672852
5570560,0.30792485700769023,-0.2751681483998977,-1.2039728164672852
5898240,0.32448259917680433,-0.28802886911531206,-1.2039728164672852
6225920,0.34226799940770997,-0.29189015189613404,-1.2039728164672852
6553600,0.35451456064589765,-0.28326778919095935,-1.2039728164672852
6881280,0.38293274238149727,-0.28443549885371505,-1.2039728164672852
7208960,0.4456002881459073,-0.2918123984526505,-1.2039728164672852
7536640,0.49784661219874815,-0.292585062139841,-1.2039728164672852
7864320,0.5579209707757682,-0.29228400963375417,-1.2039728164672852
8192000,0.6488086530001196,-0.29106778518271514,-1.2039728164672852
8519680,0.7451029139498997,-0.29240820758405817,-1.2039728164672852
8847360,0.8547670985123058,-0.2943296784986261,-1.2039728164672852
9175040,1.0221800850437779,-0.2920268563717162,-1.2039728164672852
9502720,1.335018066338625,-0.29339141293274146,-1.2039728164672852
9830400,1.7397608420325055,-0.2915622410251179,-1.2039728164672852
