global_step,J_or_return,gain_or_actnorm,logstd
327680,0.23330220584654526,2.481995226134164,-2.109182119369507
655360,0.24719610074486123,1.4538836355460585,-2.5970046520233154
983040,0.26604822235307,0.24430681078973798,-2.724346399307251
1310720,0.27375658972384476,0.10898708860431286,-2.846360445022583
1638400,0.2814081259301075,-0.138631494128309,-2.75549578666687
1966080,0.288752281406204,-0.38982845429425866,-3.08648419380188
2293760,0.2887897781722698,-0.35855907021368294,-3.1615283489227295
2621440,0.28454135448752954,-0.2686179312484703,-3.220324993133545
2949120,0.28334208015482826,-0.20122285706093238,-3.3096084594726562
3276800,0.2829916124415629,-0.05939428166190652,-3.2765793800354004
3604480,0.28767432789773995,-0.14141188720420644,-3.416365385055542
3932160,0.29235995245797614,-0.24524780351292103,-3.4330549240112305
4259840,0.29869966183405705,-0.49630875502005145,-3.4543709754943848
4587520,0.29874296024426744,-0.4587459482768902,-3.598207473754883
4915200,0.30052177672250974,-0.48808616507782265,-3.6358094215393066
5242880,0.3014941441797059,-0.49853950876372005,-3.740048408508301
5570560,0.29733087187392354,-0.3101814058377558,-3.7356369495391846
5898240,0.2992644663371269,-0.3745253989424636,-3.6922099590301514
6225920,0.30252587074226517,-0.4441648336629295,-3.796712636947632
6553600,0.30360681499817355,-0.4907904357488828,-3.8891959190368652
6881280,0.30204147614199023,-0.47726411532156315,-3.880826711654663
7208960,0.3026660787880119,-0.4679790488970706,-3.9517741203308105
7536640,6.026519946163688,-0.2969086092076088,-3.7402255535125732
7864320,5.363318011741008,-0.30798451878687483,-3.5129306316375732
8192000,5.846037937552263,-0.3247667089437656,-3.392667531967163
8519680,8.98691690109609,-0.3234638111269209,-3.374593496322632
8847360,9.647953315349381,-0.3227615569352876,-3.3944528102874756
9175040,11.893312937698122,-0.31970533072827595,-3.4180071353912354
9502720,4.297813064918924,-0.3330917258355594,-3.428372383117676
9830400,3.179882694331125,-0.30578101498792787,-3.4364724159240723
