global_step,J_or_return,gain_or_actnorm,logstd
327680,0.21615205986761937,1.417046691303975,-2.719536066055298
655360,0.2127995971152465,2.416282737096973,-3.182859420776367
983040,0.211317835459964,2.3094023602855387,-3.5508551597595215
1310720,0.21256885671828749,2.5809537515180043,-3.7350950241088867
1638400,0.21362830987985362,2.65204654527236,-3.946915864944458
1966080,0.21426488180838085,2.4957957094024232,-4.181251525878906
2293760,0.21373435626074908,2.490363971328174,-4.54504919052124
2621440,0.2137327357634151,2.385437227044589,-4.844228744506836
2949120,0.21396261413202194,2.3939180911683846,-4.996538162231445
3276800,0.2146777011006291,2.36246038834046,-4.886613368988037
3604480,0.21590288120914186,2.255526002971705,-4.953629016876221
3932160,0.21548638808648277,2.2248187311506884,-4.941236972808838
4259840,0.21609548474786153,2.3780799599904014,-5.11667537689209
4587520,0.21716033949987912,2.3031194150770853,-5.229283332824707
4915200,0.21717235212161437,2.2467971604301726,-5.237932205200195
5242880,0.21744048583984488,2.239548021389022,-5.3260111808776855
5570560,0.2184870657686006,2.239343467460117,-5.453993797302246
5898240,0.21928113484863238,2.2007138457216504,-5.414977073669434
6225920,0.21903847566545895,2.2084854449119837,-5.37980318069458
6553600,0.2188037556210498,2.143584308663535,-5.42402982711792
6881280,0.21889680681591475,2.121412736683981,-5.413103103637695
7208960,0.21878690664571848,2.0772954607794207,-5.6205925941467285
7536640,0.21905082736491557,2.0789170461907664,-5.696722507476807
7864320,0.21962224244908032,1.9752649479268074,-5.758918285369873
8192000,0.21929928051690195,1.936776071672233,-5.831428527832031
8519680,0.21987419285142748,1.93957865640938,-5.909884929656982
8847360,0.22028669149258728,1.9170409388781844,-5.931047439575195
9175040,0.22011189673920978,1.916734886173852,-5.9762959480285645
9502720,0.22035767343684307,1.9394630187392854,-6.037035942077637
9830400,0.2201592749445836,1.9393282199724364,-6.0557708740234375
