global_step,J_or_return,gain_or_actnorm,logstd
327680,0.25767624219573576,1.2353667917308695,-2.654536247253418
655360,0.2538459865467607,1.1212325369227898,-3.1644842624664307
983040,0.25265583361859484,1.1377052504061933,-3.624547004699707
1310720,0.24569396175182573,1.222413363813988,-3.86476469039917
1638400,0.24269038496483533,1.2709133745907777,-4.070417404174805
1966080,0.24667212998085666,1.1674920688102146,-4.229591369628906
2293760,0.24675528783203182,1.1566707229178836,-4.429221153259277
2621440,0.24805653845234907,1.1003065836698633,-4.600498676300049
2949120,0.24857861029115286,1.152286053766574,-4.7032246589660645
3276800,0.24781747673909837,1.2051168931935183,-4.662191390991211
3604480,0.24652205439036223,1.2691989609739116,-4.846772193908691
3932160,0.24941902997329166,1.1616781906135876,-4.9332756996154785
4259840,0.2477061066530718,1.1924377675651212,-4.921445369720459
4587520,0.24383811763042215,1.2875511852990216,-4.940149307250977
4915200,0.24354139363154934,1.3428250478198733,-5.079835891723633
5242880,0.2429140006487757,1.3464882688542146,-5.144515037536621
5570560,0.2418412870843418,1.3317329816567662,-5.154458999633789
5898240,0.24129136707996732,1.3348025248952253,-5.188777923583984
6225920,0.24010145484841283,1.4495428507730728,-5.279265403747559
6553600,0.24099523923782118,1.4178512722456924,-5.345836162567139
6881280,0.24104744724866745,1.4024964287735227,-5.369974136352539
7208960,0.24206037683018017,1.3767401620427697,-5.431910037994385
7536640,0.24260080021377992,1.3824132960098252,-5.459884166717529
7864320,0.24137794069920349,1.3983190793928526,-5.4768171310424805
8192000,0.2416893111138214,1.4407552127537306,-5.508101463317871
8519680,0.24210637994121476,1.4251086522248189,-5.551573276519775
8847360,0.2418669737674092,1.4241092618339686,-5.6009907722473145
9175040,0.2415554690415694,1.4125518490522113,-5.637542724609375
9502720,0.24145704798700424,1.430912352074314,-5.654952526092529
9830400,0.24186386868401488,1.4405207252379277,-5.674174785614014
