global_step,J_or_return,gain_or_actnorm,logstd
327680,0.24257978345595638,1.8453753604682677,-2.6561176776885986
655360,0.24277821885582454,1.5995473449050133,-3.1714589595794678
983040,0.24014953061956826,1.9112178280176924,-3.6764543056488037
1310720,0.23889422438881874,2.089754164688183,-3.9531219005584717
1638400,0.23929437911120652,1.9510786251250392,-4.265855312347412
1966080,0.24033946976187734,1.964288373328739,-4.52913761138916
2293760,0.2399747033104626,2.1052424294689094,-4.679452419281006
2621440,0.24013380840730253,2.1355865368784768,-4.809561252593994
2949120,0.24184563267707446,2.2346272919931276,-4.854611396789551
3276800,0.24149939927584432,2.4329662704969928,-4.851197719573975
3604480,0.24102156823948345,2.369484741227785,-4.969779014587402
3932160,0.24125630866350817,2.379252225687674,-5.0869598388671875
4259840,0.2413365688486609,2.4346688804236485,-5.054800510406494
4587520,0.2400459244896843,2.4155586604483497,-5.1169328689575195
4915200,0.2402926061138034,2.3305056037010283,-5.175786972045898
5242880,0.2402764010347179,2.276380122598076,-5.25928258895874
5570560,0.24003079711521932,2.3452456505631196,-5.252748489379883
5898240,0.24037240336196078,2.398644338180306,-5.316457748413086
6225920,0.2408122203447409,2.309310363602417,-5.383640289306641
6553600,0.2406629201885131,2.275680230299294,-5.42055606842041
6881280,0.24104316844163026,2.255010665996614,-5.502713680267334
7208960,0.24150328158807438,2.17288941687501,-5.577854156494141
7536640,0.24154213721655426,2.1827894106444408,-5.618821620941162
7864320,0.2413259387223223,2.2487773597902887,-5.628213405609131
8192000,0.24166790185959672,2.2577000421117304,-5.677837371826172
8519680,0.24178038626283718,2.266397453205183,-5.729526042938232
8847360,0.24162606288061889,2.313811629710525,-5.7989325523376465
9175040,0.24157753512461416,2.2986797953711386,-5.848819732666016
9502720,0.24166572896178468,2.322401181347554,-5.865744590759277
9830400,0.24192411740897699,2.3163565767343646,-5.886410236358643
