global_step,J_or_return,gain_or_actnorm,logstd
327680,0.22134010786024935,2.3098252714670893,-2.6882481575012207
655360,0.22152539094133528,2.1370363034905764,-2.9016263484954834
983040,0.2228245715950155,2.438061490512431,-3.5273220539093018
1310720,0.2245867985781424,2.145688928322551,-3.766042470932007
1638400,0.22314417470012488,2.3906949398941153,-4.061943054199219
1966080,0.22425778741101052,2.2906341693476993,-4.152650833129883
2293760,0.22448258551744013,2.488319395667082,-4.235110282897949
2621440,0.22562379184206816,2.5590846658297783,-4.283261299133301
2949120,0.22555972581769834,2.529828230367876,-4.404922008514404
3276800,0.226982216047909,2.412833642716717,-4.462630271911621
3604480,0.22683605918042418,2.5269573334610955,-4.612621784210205
3932160,0.2276748335105816,2.508744673571749,-4.6547088623046875
4259840,0.22791313415413458,2.472415326146818,-4.698012828826904
4587520,0.22789500895960754,2.275584730649348,-4.805888652801514
4915200,0.227786313287972,2.3320714809628567,-4.873754978179932
5242880,0.22746034229339848,2.3216158162785474,-4.964125633239746
5570560,0.22770604752537132,2.3362463079865696,-4.9959821701049805
5898240,0.22780952536022,2.4529607886572395,-5.113154411315918
6225920,0.22787546810910053,2.5036321877022547,-5.210212707519531
6553600,0.22775468629350593,2.5148529506564405,-5.257145404815674
6881280,0.22793458194958027,2.5155811813717643,-5.2669243812561035
7208960,0.2281048030314082,2.4568274924303806,-5.295873641967773
7536640,0.22790960031901744,2.5153550522466617,-5.328429698944092
7864320,0.22827606937088749,2.541174631734567,-5.387046813964844
8192000,0.2279768370694812,2.572520704194377,-5.4757537841796875
8519680,0.22818354161089593,2.6191333438817854,-5.521897315979004
8847360,0.22811135865331383,2.557953579115544,-5.5291056632995605
9175040,0.22821338934595242,2.5592417721018137,-5.547569274902344
9502720,0.22821359670992025,2.592290683012742,-5.596177101135254
9830400,0.22814909200944983,2.56888445987955,-5.614773750305176
