global_step,J_or_return,gain_or_actnorm,logstd
327680,0.25431191800423536,6.83624934882574,-2.1644771099090576
655360,0.2617451860775821,6.80142409969576,-1.6250089406967163
983040,0.2893715608604351,11.784135549852568,-2.3147099018096924
1310720,0.29663671910054396,13.528498969508526,-2.7715258598327637
1638400,0.29713893063244473,13.210306606176225,-2.85091233253479
1966080,0.30246609676248243,16.337933390274706,-3.0195090770721436
2293760,0.3082658152612014,20.065200160046835,-3.1016952991485596
2621440,0.30875304674612203,16.612499960687387,-3.353332281112671
2949120,0.3088283123322538,15.035980565996972,-3.5150249004364014
3276800,0.3105718319482716,13.638037808801847,-3.618440628051758
3604480,0.31262075220654656,13.081170080828263,-3.7032525539398193
3932160,0.3125404900185357,12.609222561738395,-3.7217369079589844
4259840,0.3122666068828758,11.716861963828299,-3.7110161781311035
4587520,0.31358241429114864,10.926963461442858,-3.7663192749023438
4915200,0.3148909861035987,10.741837922693641,-3.7765414714813232
5242880,0.31342179942387727,11.064724196494252,-3.773022413253784
5570560,0.3132845741578377,10.743286580859735,-3.9061312675476074
5898240,0.3153465951456636,11.759606553997816,-3.9370195865631104
6225920,0.31587007945425805,11.592317373089594,-4.005954742431641
6553600,0.31539171389242193,12.388568498711999,-4.132413864135742
6881280,0.3162797213144619,11.67898538835122,-4.153159141540527
7208960,0.3168893459066935,11.2162411148058,-4.122938632965088
7536640,0.31669532772579345,11.339230917897417,-4.149740695953369
7864320,0.3175005434568038,10.355081925175735,-4.200055122375488
8192000,0.3169174362556611,10.302856773594723,-4.219666957855225
8519680,0.31746156527938874,10.34362474064596,-4.238485336303711
8847360,0.3167228867524724,9.900711107231928,-4.313446044921875
9175040,0.3178493529000092,9.354380753984566,-4.344690322875977
9502720,0.3174407184716187,9.007150707350709,-4.377823352813721
9830400,0.3178640326301294,9.162627692094851,-4.390233516693115
